title,duration,views,likes,comments,published_at,engagement,duration_minutes,channel_name,date,time
Birth Control Explained: Sex Ed #8,PT12M40S,110958,4110,69,2025-05-01T16:01:05Z,0.0376628994754772,12.666666666666666,CrashCourse,2025-05-01,04:01:05 PM
Crash Course Native American History Preview,PT2M28S,89325,8951,389,2025-04-29T16:00:23Z,0.1045619927232018,2.466666666666667,CrashCourse,2025-04-29,04:00:23 PM
Getting real about STIs: Sex Ed #7,PT9M47S,164010,4190,61,2025-04-24T16:00:54Z,0.0259191512712639,9.783333333333331,CrashCourse,2025-04-24,04:00:54 PM
Is virginity real?: Sex Ed #6,PT9M48S,156294,5652,56,2025-04-17T16:00:38Z,0.036520915710136,9.8,CrashCourse,2025-04-17,04:00:38 PM
Unpacking Sexual Orientation: Sex Ed #5,PT10M2S,196624,4864,50,2025-04-10T16:00:50Z,0.0249918626413866,10.033333333333331,CrashCourse,2025-04-10,04:00:50 PM
What is gender identity?: Sex Ed #4,PT11M7S,103118,6535,0,2025-04-03T16:01:01Z,0.0633739987199131,11.116666666666667,CrashCourse,2025-04-03,04:01:01 PM
The Penis Explained: Sex Ed #3,PT10M16S,308318,7932,46,2025-03-27T16:00:45Z,0.0258758813951828,10.266666666666667,CrashCourse,2025-03-27,04:00:45 PM
The Vulva & Vagina Explained: Sex Ed #2,PT9M35S,289353,9139,132,2025-03-20T16:00:38Z,0.0320404488634989,9.583333333333334,CrashCourse,2025-03-20,04:00:38 PM
What is sex?: Sex Ed #1,PT9M52S,911047,10986,214,2025-03-13T16:00:35Z,0.0122935479728268,9.866666666666667,CrashCourse,2025-03-13,04:00:35 PM
Crash Course Sex Ed Preview,PT2M48S,210802,6650,218,2025-03-06T17:01:00Z,0.0325803360499426,2.8,CrashCourse,2025-03-06,05:01:00 PM
Religions and Pop Culture: Crash Course Religions #24,PT11M58S,119421,6895,321,2025-03-04T17:00:19Z,0.0604248833957176,11.966666666666669,CrashCourse,2025-03-04,05:00:19 PM
What Does Religious Freedom Mean?: Crash Course Religions #23,PT12M58S,111335,5687,73,2025-02-25T17:00:04Z,0.0517357524587955,12.966666666666669,CrashCourse,2025-02-25,05:00:04 PM
Visions of the End of the World: Crash Course Religions #22,PT12M23S,134186,6499,90,2025-02-18T17:01:19Z,0.0491034832247775,12.383333333333333,CrashCourse,2025-02-18,05:01:19 PM
The Power of Political Recognition,PT14M9S,50608,2832,56,2025-02-13T17:00:11Z,0.0570660765096427,14.15,CrashCourse,2025-02-13,05:00:11 PM
What Does Race Have to Do with Religion?: Crash Course Religions #21,PT11M33S,107860,6166,0,2025-02-11T17:00:36Z,0.0571666975709252,11.55,CrashCourse,2025-02-11,05:00:36 PM
